run_dir,params_1000000_sha256,params_1000000_bytes,params_1000000_mtime,has_config,has_eval_csv,config_bytes,eval_bytes,train_log,has_train_log,train_log_bytes
halfcheetah-medium-replay-v2_tau4_mpi4_seed1,495d89797918ec1c42a401d7ce4fe53588e9d64e55839df8887a8e6b161074e7,6056742,2026-08-30T04:16:52,True,True,663,192,halfcheetah-medium-replay-v2_tau4_mpi4_seed1.log,True,1242
halfcheetah-medium-replay-v2_tau4_mpi4_seed2,b1389a5871d1153c97cb01efd09df8eb6d5d70c87079fd650e4db0d6bfe46b74,6056742,2026-08-31T00:34:30,True,True,663,189,halfcheetah-medium-replay-v2_tau4_mpi4_seed2.log,True,1242
halfcheetah-medium-replay-v2_tau4_mpi4_seed3,5479c1bc812080796f3cbeaee848ab30d7b4350c3ad263fb13d9091dea7f13cb,6056742,2026-08-31T00:34:30,True,True,663,189,halfcheetah-medium-replay-v2_tau4_mpi4_seed3.log,True,1242
halfcheetah-medium-replay-v2_tau7_mpi4_seed0,feca4472e782f507b02c88207db43b568d2508376199f72141d9a22db220cd81,6056742,2026-08-30T04:26:30,True,True,663,189,halfcheetah-medium-replay-v2_tau7_mpi4_seed0.log,True,1242
halfcheetah-medium-replay-v2_tau7_mpi4_seed1,871599bd8a799ccb046c3a77fb2aeab3177898301b504f6c45f65006233c610e,6056742,2026-08-30T04:26:30,True,True,663,189,halfcheetah-medium-replay-v2_tau7_mpi4_seed1.log,True,1242
halfcheetah-medium-replay-v2_tau7_mpi4_seed2,561791be8d7608f96f638221fbdafefbbb24bf9dc86556553783315cb45b6fd1,6056742,2026-08-31T00:44:09,True,True,663,188,halfcheetah-medium-replay-v2_tau7_mpi4_seed2.log,True,1242
halfcheetah-medium-replay-v2_tau7_mpi4_seed3,e803cc3b567e7998c680a2bbd659ae497116fb43cb32f27a49c80f28dda0bf59,6056742,2026-08-31T00:44:09,True,True,663,188,halfcheetah-medium-replay-v2_tau7_mpi4_seed3.log,True,1242
halfcheetah-medium-v2_tau0.05_mpi4_seed0,20cf5247afb6317f47bf3d2d61294d751e4ff03de5da3bb0c84a7f1027fef413,6056735,2026-08-30T00:54:08,True,True,657,194,halfcheetah-medium-v2_tau0.05_mpi4_seed0.log,True,1386
halfcheetah-medium-v2_tau0.05_mpi4_seed1,05e73919f9f0327d510feb1f033e488eec33845703979815ed0d08f794cce281,6056735,2026-08-30T00:54:08,True,True,657,189,halfcheetah-medium-v2_tau0.05_mpi4_seed1.log,True,1230
halfcheetah-medium-v2_tau0.05_mpi4_seed2,d478315a88262f226efb1a3c2295a9dac75c006c940e95fae1e8e6fcb05d76a1,6056735,2026-08-30T21:11:41,True,True,657,195,halfcheetah-medium-v2_tau0.05_mpi4_seed2.log,True,1230
halfcheetah-medium-v2_tau0.05_mpi4_seed3,81f565992523405b18d1b11ee868f09e16b4c05c06c11216e0d1d74340b67424,6056735,2026-08-30T21:11:41,True,True,657,191,halfcheetah-medium-v2_tau0.05_mpi4_seed3.log,True,1230
halfcheetah-medium-v2_tau0.1_mpi4_seed0,7db279681dc4db33b299ef23e1c0d2b2f560729dde92579ac167ac8d6a798747,6056735,2026-08-30T01:03:47,True,True,656,193,halfcheetah-medium-v2_tau0.1_mpi4_seed0.log,True,1227
halfcheetah-medium-v2_tau0.1_mpi4_seed1,66b7d2931a30b0efd2fab760fbe0270dde9d171187d966258b8e847402ec76a0,6056735,2026-08-30T01:03:47,True,True,656,193,halfcheetah-medium-v2_tau0.1_mpi4_seed1.log,True,1227
halfcheetah-medium-v2_tau0.1_mpi4_seed2,60633f6420b52d290519487a1796aa96642004515d9177acd004dd8bb006d484,6056735,2026-08-30T21:21:21,True,True,656,193,halfcheetah-medium-v2_tau0.1_mpi4_seed2.log,True,1227
halfcheetah-medium-v2_tau0.1_mpi4_seed3,f4bd70a36d84fd5d5bd27cb17b2c2521805a5eb0c74b405daf6fa73b76ed3961,6056735,2026-08-30T21:21:21,True,True,656,191,halfcheetah-medium-v2_tau0.1_mpi4_seed3.log,True,1227
halfcheetah-medium-v2_tau0.2_mpi4_seed0,913cd7a96e457f0291db4d41292be0a1561f3bc9b643742dff54a3b8c48247e3,6056735,2026-08-30T01:13:27,True,True,656,192,halfcheetah-medium-v2_tau0.2_mpi4_seed0.log,True,1227
halfcheetah-medium-v2_tau0.2_mpi4_seed1,06a0fa867c54158a99ece3d4f540467cf00b9120cbdcf8ad5d4bdbf5cc7a712e,6056735,2026-08-30T01:13:27,True,True,656,193,halfcheetah-medium-v2_tau0.2_mpi4_seed1.log,True,1227
halfcheetah-medium-v2_tau0.2_mpi4_seed2,8a68c6f98d1d1b088b65dfd5e2fcfde73acb2e9ceaa690ff1407bfc1be421382,6056735,2026-08-30T21:31:01,True,True,656,192,halfcheetah-medium-v2_tau0.2_mpi4_seed2.log,True,1227
halfcheetah-medium-v2_tau0.2_mpi4_seed3,63273bc9f25d445bc36c75727afefcc22036e8c0b017703466fc5f7f3d9e461b,6056735,2026-08-30T21:31:01,True,True,656,191,halfcheetah-medium-v2_tau0.2_mpi4_seed3.log,True,1227
halfcheetah-medium-v2_tau0.4_mpi4_seed0,258c073d85a44e6476d7921e9f6439c4e814fdca27197d39e8183e46f03fbd11,6056735,2026-08-30T01:23:06,True,True,656,190,halfcheetah-medium-v2_tau0.4_mpi4_seed0.log,True,1227
halfcheetah-medium-v2_tau0.4_mpi4_seed1,a29dd2784433c16b79e04fce080c0f54504b7234d449bc1a287fd128f7912f4f,6056735,2026-08-30T01:23:06,True,True,656,190,halfcheetah-medium-v2_tau0.4_mpi4_seed1.log,True,1227
halfcheetah-medium-v2_tau0.4_mpi4_seed2,b905efca2b1926581b13e4fe7dbbdede12c36a3203906cfbe2c3a65dd4402be2,6056735,2026-08-30T21:40:41,True,True,656,190,halfcheetah-medium-v2_tau0.4_mpi4_seed2.log,True,1227
halfcheetah-medium-v2_tau0.4_mpi4_seed3,5daf25be89429e6c441190b0dff5fc8330c3ec34061c2c1a05d4f38651ee8772,6056735,2026-08-30T21:40:41,True,True,656,189,halfcheetah-medium-v2_tau0.4_mpi4_seed3.log,True,1227
halfcheetah-medium-v2_tau0.7_mpi4_seed0,cf3a3481f2e5cacebec6840f72854d6329ad11dffa189e1818ee6e8df3cb9906,6056735,2026-08-30T01:32:45,True,True,656,190,halfcheetah-medium-v2_tau0.7_mpi4_seed0.log,True,1227
halfcheetah-medium-v2_tau0.7_mpi4_seed1,98c9207136fcce624bbde4168fe8cbc0e5b5c2cef0bfb7034a8eb138e9e7ec20,6056735,2026-08-30T01:32:45,True,True,656,189,halfcheetah-medium-v2_tau0.7_mpi4_seed1.log,True,1227
halfcheetah-medium-v2_tau0.7_mpi4_seed2,7a7d1c6072dd10ddd7aeb4141a077fff8822e9e98df0edc5fbc6f450050efa32,6056735,2026-08-30T21:50:21,True,True,656,190,halfcheetah-medium-v2_tau0.7_mpi4_seed2.log,True,1227
halfcheetah-medium-v2_tau0.7_mpi4_seed3,59cf83b6abeb5792fdd0b997bb2e1ed7feede46d5619e168959d505d9d39c63e,6056735,2026-08-30T21:50:21,True,True,656,191,halfcheetah-medium-v2_tau0.7_mpi4_seed3.log,True,1227
halfcheetah-medium-v2_tau1.5_mpi4_seed0,137166802aa1f62f98214ab12551bf1e40a2780fe10e7f0203426db5dacd252b,6056735,2026-08-30T01:42:25,True,True,656,190,halfcheetah-medium-v2_tau1.5_mpi4_seed0.log,True,1227
halfcheetah-medium-v2_tau1.5_mpi4_seed1,07a5180ed5bc52b6618951e4b6faa08cc24c1767f9b77f8fd912806f36f7ea5a,6056735,2026-08-30T01:42:25,True,True,656,190,halfcheetah-medium-v2_tau1.5_mpi4_seed1.log,True,1227
halfcheetah-medium-v2_tau1.5_mpi4_seed2,b04b31935024268de4f8429200c23df0523c4ec0fdab654794ca2783b5146082,6056735,2026-08-30T22:00:00,True,True,656,189,halfcheetah-medium-v2_tau1.5_mpi4_seed2.log,True,1227
halfcheetah-medium-v2_tau1.5_mpi4_seed3,74977e7601692481601e5eb8353bcd25ea2838a4f48cf116a22d9744d2524ea7,6056735,2026-08-30T22:00:00,True,True,656,190,halfcheetah-medium-v2_tau1.5_mpi4_seed3.log,True,1227
halfcheetah-medium-v2_tau10_mpi4_seed0,c904efaf06a84380f25d8da89b51be21d587752ab03604f7d21949d727ab44ef,6056735,2026-08-30T02:21:03,True,True,657,188,halfcheetah-medium-v2_tau10_mpi4_seed0.log,True,1224
halfcheetah-medium-v2_tau10_mpi4_seed1,dbff5e8dd6b6d41a2c0bd212d7c3f780502088abf5920458ab0af16995bf9b9b,6056735,2026-08-30T02:21:03,True,True,657,188,halfcheetah-medium-v2_tau10_mpi4_seed1.log,True,1224
halfcheetah-medium-v2_tau10_mpi4_seed2,7d278fc7e093a4e5ed1c7296f0363eccc5344ec6354551800eab0759619983ca,6056735,2026-08-30T22:38:41,True,True,657,188,halfcheetah-medium-v2_tau10_mpi4_seed2.log,True,1224
halfcheetah-medium-v2_tau10_mpi4_seed3,3799ce8849d804112ce2d9a288effab1a3a31bef193f0ac9f39cdd22e1eaa9f5,6056735,2026-08-30T22:38:41,True,True,657,190,halfcheetah-medium-v2_tau10_mpi4_seed3.log,True,1224
halfcheetah-medium-v2_tau12_mpi4_seed0,1513124b7ad22333290424bd86ed93dfe89361b5043c731d026134bd404320d7,6056735,2026-08-30T02:30:44,True,True,657,189,halfcheetah-medium-v2_tau12_mpi4_seed0.log,True,1224
halfcheetah-medium-v2_tau12_mpi4_seed1,6aa6ac2c43e42092b3822446149dfc4dc35779c32208e3cfb27457f491421db2,6056735,2026-08-30T02:30:44,True,True,657,188,halfcheetah-medium-v2_tau12_mpi4_seed1.log,True,1224
halfcheetah-medium-v2_tau12_mpi4_seed2,e8815b17e7e0f7f6e3845603417c74df5f978fe80690f0059e05c02bdd0b3a7d,6056735,2026-08-30T22:48:22,True,True,657,188,halfcheetah-medium-v2_tau12_mpi4_seed2.log,True,1224
halfcheetah-medium-v2_tau12_mpi4_seed3,b92d30c6a582de3f098793c4fddc7d29aafb8f9ee426c2983803274d323ea14a,6056735,2026-08-30T22:48:22,True,True,657,189,halfcheetah-medium-v2_tau12_mpi4_seed3.log,True,1224
halfcheetah-medium-v2_tau14_mpi4_seed0,30e471d35cb53383ae8b24cc4d2509d0f368bdfcdadfd38a088df411d4122b32,6056735,2026-08-30T02:40:24,True,True,657,188,halfcheetah-medium-v2_tau14_mpi4_seed0.log,True,1224
halfcheetah-medium-v2_tau14_mpi4_seed1,0b4c518501cb3174d6afcfe8754e0cc609ab46fcf85025bd26dbfcc14fe8efe7,6056735,2026-08-30T02:40:24,True,True,657,187,halfcheetah-medium-v2_tau14_mpi4_seed1.log,True,1224
halfcheetah-medium-v2_tau14_mpi4_seed2,a5b80489cce8346e5768df489a1893de91e51dc4954bb584e2993036833c0c49,6056735,2026-08-30T22:58:02,True,True,657,188,halfcheetah-medium-v2_tau14_mpi4_seed2.log,True,1224
halfcheetah-medium-v2_tau14_mpi4_seed3,e64356aadfbd5df5caa5b6742921daf1c1b1062a43607a8f34400448dc67b8ae,6056735,2026-08-30T22:58:02,True,True,657,188,halfcheetah-medium-v2_tau14_mpi4_seed3.log,True,1224
halfcheetah-medium-v2_tau17_mpi4_seed0,2f299bbcb68fe253e06a667760c514fb9ba773eb7c9020e020ebe489c6645da4,6056735,2026-08-30T02:50:03,True,True,657,188,halfcheetah-medium-v2_tau17_mpi4_seed0.log,True,1224
halfcheetah-medium-v2_tau17_mpi4_seed1,a259c8a53126f49612e43924e01d8e41389d1b96c857bd6c6c12c734b699eb11,6056735,2026-08-30T02:50:03,True,True,657,187,halfcheetah-medium-v2_tau17_mpi4_seed1.log,True,1224
halfcheetah-medium-v2_tau17_mpi4_seed2,91a5ce6d9c4931dbeed9549a31978beebf87d31fafe4ca1cef9f5379ec5e273b,6056735,2026-08-30T23:07:42,True,True,657,189,halfcheetah-medium-v2_tau17_mpi4_seed2.log,True,1224
halfcheetah-medium-v2_tau17_mpi4_seed3,b2df8a9a8b0f3a6f8ab531870bc4f128a27df3c3672942b7850d56903caa5c00,6056735,2026-08-30T23:07:42,True,True,657,186,halfcheetah-medium-v2_tau17_mpi4_seed3.log,True,1224
halfcheetah-medium-v2_tau2.5_mpi4_seed0,4a594d90967b414a3d304c21b4cc1a84f0f29cf4c10d997ecae98589619ddeeb,6056735,2026-08-30T01:52:04,True,True,656,189,halfcheetah-medium-v2_tau2.5_mpi4_seed0.log,True,1227
halfcheetah-medium-v2_tau2.5_mpi4_seed1,1b0f4603fb433140f093b4b3b31bf77bd1476ef36dd30469f811a6212854cccf,6056735,2026-08-30T01:52:04,True,True,656,189,halfcheetah-medium-v2_tau2.5_mpi4_seed1.log,True,1227
halfcheetah-medium-v2_tau2.5_mpi4_seed2,ca89404f6a1ec9ac403b1a03fbb3961cd19971c05258186528569f463069e23a,6056735,2026-08-30T22:09:40,True,True,656,187,halfcheetah-medium-v2_tau2.5_mpi4_seed2.log,True,1227
halfcheetah-medium-v2_tau2.5_mpi4_seed3,306087e86fab91edbe4cc8c5170c3c87faef733e21ecd1f9bed5419c0429e9b8,6056735,2026-08-30T22:09:40,True,True,656,191,halfcheetah-medium-v2_tau2.5_mpi4_seed3.log,True,1227
halfcheetah-medium-v2_tau20_mpi4_seed0,fd99e47179e318b3a6872e126a88cb002d77c4185896fa0f75039c93f236380b,6056735,2026-08-30T02:59:43,True,True,657,185,halfcheetah-medium-v2_tau20_mpi4_seed0.log,True,1224
halfcheetah-medium-v2_tau20_mpi4_seed1,cd8c9fc835b11b3b94c2c0f484be4fd7cdd4c6539f26388c570be5cff33e1045,6056735,2026-08-30T02:59:43,True,True,657,187,halfcheetah-medium-v2_tau20_mpi4_seed1.log,True,1224
halfcheetah-medium-v2_tau20_mpi4_seed2,fc8a6548a4aa8a5a57718c2347631e33aaa62d32bef23320366f8fd3c1d8034e,6056735,2026-08-30T23:17:22,True,True,657,189,halfcheetah-medium-v2_tau20_mpi4_seed2.log,True,1224
halfcheetah-medium-v2_tau20_mpi4_seed3,66e653784775a8b83ad23ea1e09699832fddb7e480613b838f307b22bdaf7e99,6056735,2026-08-30T23:17:22,True,True,657,185,halfcheetah-medium-v2_tau20_mpi4_seed3.log,True,1224
halfcheetah-medium-v2_tau4_mpi4_seed0,6d48330a086bb601cf61b06783fcff625b2dd5a22d4c86c44c3d1ca7690d9153,6056735,2026-08-30T02:01:43,True,True,656,187,halfcheetah-medium-v2_tau4_mpi4_seed0.log,True,1221
halfcheetah-medium-v2_tau4_mpi4_seed1,68480988ef99c1c98e7ece5939f28fc611896c2bff1fbfc50bf60800a3c603bf,6056735,2026-08-30T02:01:43,True,True,656,189,halfcheetah-medium-v2_tau4_mpi4_seed1.log,True,1221
halfcheetah-medium-v2_tau4_mpi4_seed2,3f3b89fb1dec2769e785115c0d81ebfd5ea99bd8553c7f714ed1c9ea07bd3711,6056735,2026-08-30T22:19:20,True,True,656,190,halfcheetah-medium-v2_tau4_mpi4_seed2.log,True,1221
halfcheetah-medium-v2_tau4_mpi4_seed3,b9aa76589f9727aa8e9608bc6d838c734bb50fd98fe76374cd8531f509ab7825,6056735,2026-08-30T22:19:20,True,True,656,189,halfcheetah-medium-v2_tau4_mpi4_seed3.log,True,1221
halfcheetah-medium-v2_tau7_mpi4_seed0,4404bd9595bbcbacee61e95d73138b62f45039b0817ff9b73496a8978a4b5394,6056735,2026-08-30T02:11:24,True,True,656,188,halfcheetah-medium-v2_tau7_mpi4_seed0.log,True,1221
halfcheetah-medium-v2_tau7_mpi4_seed1,5bba05c1fc78c49f595c2c2adf8e07059461ea774ef16404205599dab41c6a42,6056735,2026-08-30T02:11:24,True,True,656,188,halfcheetah-medium-v2_tau7_mpi4_seed1.log,True,1221
halfcheetah-medium-v2_tau7_mpi4_seed2,8e36c9fac13721285fbcdab52a5295c4d6edfdc8c887bcc50538db8f2a9d5425,6056735,2026-08-30T22:29:01,True,True,656,189,halfcheetah-medium-v2_tau7_mpi4_seed2.log,True,1221
halfcheetah-medium-v2_tau7_mpi4_seed3,5ca60eaed5ea496a42b28c77bafbe2c8978628226f1b597d7ffd4bb911cf81cd,6056735,2026-08-30T22:29:01,True,True,656,189,halfcheetah-medium-v2_tau7_mpi4_seed3.log,True,1221
hopper-expert-v2_tau0.05_mpi4_seed0,0adf26f20320bcbc94e0e9077b7d0749d289aa70a54096be66ade86793b729f5,5862990,2026-08-29T22:38:46,True,True,652,192,hopper-expert-v2_tau0.05_mpi4_seed0.log,True,1210
hopper-expert-v2_tau0.05_mpi4_seed1,5c86ad9e08c081d1a6fe7072da62ec5dd7be5df912a80affbca68c96f5127e40,5862990,2026-08-29T22:38:47,True,True,652,194,hopper-expert-v2_tau0.05_mpi4_seed1.log,True,1210
hopper-expert-v2_tau0.05_mpi4_seed2,eefe3bd46eeeb211db2b697b44b7275ba71c3e26cac95e34b4db298b61f67caf,5862990,2026-08-30T18:56:22,True,True,652,191,hopper-expert-v2_tau0.05_mpi4_seed2.log,True,1210
hopper-expert-v2_tau0.05_mpi4_seed3,b9ff15810328491ec55ead9f195d0d04649730e5f51017d77c0e5b63ac3197bb,5862990,2026-08-30T18:56:22,True,True,652,191,hopper-expert-v2_tau0.05_mpi4_seed3.log,True,1210
hopper-expert-v2_tau0.1_mpi4_seed0,7ee95e4cbae620d9675893e5bd2d19bca0ce014dc9d1c025455207c65548c133,5862990,2026-08-29T22:48:27,True,True,651,195,hopper-expert-v2_tau0.1_mpi4_seed0.log,True,1207
hopper-expert-v2_tau0.1_mpi4_seed1,39e70131a6fcc813623b6d9e93343c32c1ea7d85ac7ec36880fcbe512ed9bc09,5862990,2026-08-29T22:48:28,True,True,651,195,hopper-expert-v2_tau0.1_mpi4_seed1.log,True,1208
hopper-expert-v2_tau0.1_mpi4_seed2,d6a3b9a81e46812a614ad4e36f24390ec9476838b37f5d7f8be3c620751f73d3,5862990,2026-08-30T19:06:03,True,True,651,191,hopper-expert-v2_tau0.1_mpi4_seed2.log,True,1208
hopper-expert-v2_tau0.1_mpi4_seed3,ac8e5312e14ea8e403243828243827ca07294f32ebcda11250edf8f7a971360f,5862990,2026-08-30T19:06:03,True,True,651,193,hopper-expert-v2_tau0.1_mpi4_seed3.log,True,1208
hopper-expert-v2_tau0.2_mpi4_seed0,92fcd6661389d04427a407beb1028ce62a75a976565d1bb2c4fb065f46df2bf2,5862990,2026-08-29T22:58:08,True,True,651,192,hopper-expert-v2_tau0.2_mpi4_seed0.log,True,1207
hopper-expert-v2_tau0.2_mpi4_seed1,73b254075c243ee8380cfa86400ddc59a75f8d94b648b9a0ba4ec4be271414c1,5862990,2026-08-29T22:58:08,True,True,651,195,hopper-expert-v2_tau0.2_mpi4_seed1.log,True,1208
hopper-expert-v2_tau0.2_mpi4_seed2,73b9b092f5b390121bdf62be2ad1b6a255a0763cc00c830abf3247723267b685,5862990,2026-08-30T19:15:43,True,True,651,193,hopper-expert-v2_tau0.2_mpi4_seed2.log,True,1207
hopper-expert-v2_tau0.2_mpi4_seed3,07d72d3f75a510f29c82a13b01c790e3a523ba49e488972a3b2ecd233f3a1dc3,5862990,2026-08-30T19:15:43,True,True,651,194,hopper-expert-v2_tau0.2_mpi4_seed3.log,True,1208
hopper-expert-v2_tau0.4_mpi4_seed0,893346435bbcd0bafd28e064722ee4659111d1948bc6b1e45f1cb936659c8a49,5862990,2026-08-29T23:07:48,True,True,651,192,hopper-expert-v2_tau0.4_mpi4_seed0.log,True,1208
hopper-expert-v2_tau0.4_mpi4_seed1,76def24be8bd74b6e46bff52c4275757a853dd846c402cba1efa2b58eb1c5dcc,5862990,2026-08-29T23:07:48,True,True,651,194,hopper-expert-v2_tau0.4_mpi4_seed1.log,True,1208
hopper-expert-v2_tau0.4_mpi4_seed2,3659e52df1547d72e9e70836e18c48eb9aafa11e6e0cde92b3e31ca998d25e44,5862990,2026-08-30T19:25:24,True,True,651,193,hopper-expert-v2_tau0.4_mpi4_seed2.log,True,1208
hopper-expert-v2_tau0.4_mpi4_seed3,0210b0f2512bb7f164bf11bebef2561a62dc4ffa232a21e79d4f0355e41fece3,5862990,2026-08-30T19:25:24,True,True,651,192,hopper-expert-v2_tau0.4_mpi4_seed3.log,True,1207
hopper-expert-v2_tau0.7_mpi4_seed0,792d1b61754f7906ff21b51e668668cb269eef7a8f901cca11b313fdf6ffbb7a,5862990,2026-08-29T23:17:29,True,True,651,189,hopper-expert-v2_tau0.7_mpi4_seed0.log,True,1207
hopper-expert-v2_tau0.7_mpi4_seed1,4ed7275887e1cb53a304e32f19397144e9c4ca07d58569f1f4006e249e80938f,5862990,2026-08-29T23:17:29,True,True,651,193,hopper-expert-v2_tau0.7_mpi4_seed1.log,True,1208
hopper-expert-v2_tau0.7_mpi4_seed2,8c722c1317c5167cdc52618816016bd6ba94a57aa9370f864f16c577bed21eb5,5862990,2026-08-30T19:35:05,True,True,651,189,hopper-expert-v2_tau0.7_mpi4_seed2.log,True,1208
hopper-expert-v2_tau0.7_mpi4_seed3,ac99a93dc6e7d6ea929af72b713773a036af497cf5ab3d1ffae0d1dc29115de1,5862990,2026-08-30T19:35:05,True,True,651,192,hopper-expert-v2_tau0.7_mpi4_seed3.log,True,1208
hopper-expert-v2_tau1.5_mpi4_seed0,906a2371ef3450bc627c1276f7d8f154ebcf1dfea3319c2d312c8ebd2fa09b70,5862990,2026-08-29T23:27:09,True,True,651,190,hopper-expert-v2_tau1.5_mpi4_seed0.log,True,1207
hopper-expert-v2_tau1.5_mpi4_seed1,eb1fc9a2cbff57c517c38e0a333c734c986d77fcfa426349753769d876e92196,5862990,2026-08-29T23:27:10,True,True,651,192,hopper-expert-v2_tau1.5_mpi4_seed1.log,True,1208
hopper-expert-v2_tau1.5_mpi4_seed2,d15010f9b3e3a19c2dc9b89b6706ddaf672fae7e1edb73e46a2332cf72378491,5862990,2026-08-30T19:44:45,True,True,651,191,hopper-expert-v2_tau1.5_mpi4_seed2.log,True,1208
hopper-expert-v2_tau1.5_mpi4_seed3,027d5933e1a8e3a9a1d7251562587c2e4dc60e8301885e24af1bcbe7768c3898,5862990,2026-08-30T19:44:45,True,True,651,192,hopper-expert-v2_tau1.5_mpi4_seed3.log,True,1208
hopper-expert-v2_tau10_mpi4_seed0,d148dd742583575d280de6dabde6548ea9dfb7a21c13c9170e3468cc924ae4c9,5862990,2026-08-30T00:05:51,True,True,652,189,hopper-expert-v2_tau10_mpi4_seed0.log,True,1204
hopper-expert-v2_tau10_mpi4_seed1,843690ab9010aa21d49468a38b227320469e04117c93140352e64ed307e36f0d,5862990,2026-08-30T00:05:52,True,True,652,187,hopper-expert-v2_tau10_mpi4_seed1.log,True,1205
hopper-expert-v2_tau10_mpi4_seed2,9a19e65fde8e0d4a49b44c934305597d45ace33216a75368d31193e53897845d,5862990,2026-08-30T20:23:26,True,True,652,189,hopper-expert-v2_tau10_mpi4_seed2.log,True,1204
hopper-expert-v2_tau10_mpi4_seed3,a020b8651a3a70842fc0f00f1eb60ab2f43e5e3e3733311a78b10a11dd2d5e81,5862990,2026-08-30T20:23:25,True,True,652,185,hopper-expert-v2_tau10_mpi4_seed3.log,True,1203
hopper-expert-v2_tau12_mpi4_seed0,2820369fa9802cae99a70efd8a10fccde01b18f5e7cf28c4bed749eecb50434d,5862990,2026-08-30T00:15:30,True,True,652,189,hopper-expert-v2_tau12_mpi4_seed0.log,True,1204
hopper-expert-v2_tau12_mpi4_seed1,6214dc4265b144f44a79b853b41aaef10b64d7286055218c48ebff75573473f0,5862990,2026-08-30T00:15:31,True,True,652,189,hopper-expert-v2_tau12_mpi4_seed1.log,True,1204
hopper-expert-v2_tau12_mpi4_seed2,9e2fa4bce07908c2141cfe744655b5afa7d70742620ee466a818c9022b28465f,5862990,2026-08-30T20:33:05,True,True,652,189,hopper-expert-v2_tau12_mpi4_seed2.log,True,1204
hopper-expert-v2_tau12_mpi4_seed3,70fd2e63dd9253b71049a8aa1cc36f08e76a571e0b0051dbbd25bcac1519bb6b,5862990,2026-08-30T20:33:05,True,True,652,186,hopper-expert-v2_tau12_mpi4_seed3.log,True,1203
hopper-expert-v2_tau14_mpi4_seed0,8b23c030b210a5e2a2a4f985c0d4554a8142833804d8305742c0ebb9d1eca39d,5862990,2026-08-30T00:25:09,True,True,652,186,hopper-expert-v2_tau14_mpi4_seed0.log,True,1203
hopper-expert-v2_tau14_mpi4_seed1,4c7e80ee7d1f17786ad234a912be1265c45e2555fbbc5e07f27af4b9514c4cd9,5862990,2026-08-30T00:25:09,True,True,652,186,hopper-expert-v2_tau14_mpi4_seed1.log,True,1203
hopper-expert-v2_tau14_mpi4_seed2,6f89dfd10adefa2a5b6193f7d3976198074c190518b4f88503dd84a200e0a1e4,5862990,2026-08-30T20:42:45,True,True,652,189,hopper-expert-v2_tau14_mpi4_seed2.log,True,1204
hopper-expert-v2_tau14_mpi4_seed3,fc07d3cb8d65c0e656782c20058b8547738a97505275dddd8f5e00e82bb60bc1,5862990,2026-08-30T20:42:44,True,True,652,187,hopper-expert-v2_tau14_mpi4_seed3.log,True,1203
hopper-expert-v2_tau17_mpi4_seed0,32135611758c7ab0c1eec63a3bff77ddf82638c1d1cf5029dd8ad723ba61cd3c,5862990,2026-08-30T00:34:47,True,True,652,186,hopper-expert-v2_tau17_mpi4_seed0.log,True,1203
hopper-expert-v2_tau17_mpi4_seed1,11243ed1c89d3864efbc7fe93a410c30881be92b1b9475992d4ed86f61083d9c,5862990,2026-08-30T00:34:47,True,True,652,193,hopper-expert-v2_tau17_mpi4_seed1.log,True,1203
hopper-expert-v2_tau17_mpi4_seed2,eb0ec60eefd41dcfce59127f281ca7cd0af3b61dd6c6fab6e70e6161773951a0,5862990,2026-08-30T20:52:23,True,True,652,189,hopper-expert-v2_tau17_mpi4_seed2.log,True,1204
hopper-expert-v2_tau17_mpi4_seed3,41a0c2854a23c39403c85dab64884767c6cf1db1cd44527abbf375a8db32e9fa,5862990,2026-08-30T20:52:23,True,True,652,186,hopper-expert-v2_tau17_mpi4_seed3.log,True,1203
hopper-expert-v2_tau2.5_mpi4_seed0,76e373330372ab82dd936aa4b9eb5d7d3fffaaf0bf1959cba8393b34739f9b35,5862990,2026-08-29T23:36:50,True,True,651,187,hopper-expert-v2_tau2.5_mpi4_seed0.log,True,1207
hopper-expert-v2_tau2.5_mpi4_seed1,c8117664fa3981a9c3e1b6da84529f72201e1512b4ee5768d15e4491b5df16bb,5862990,2026-08-29T23:36:50,True,True,651,189,hopper-expert-v2_tau2.5_mpi4_seed1.log,True,1208
hopper-expert-v2_tau2.5_mpi4_seed2,00788cc7fe23c681cbe60cf708a16b3b340a2b303854ca51f2b2ba41bac49e4c,5862990,2026-08-30T19:54:26,True,True,651,192,hopper-expert-v2_tau2.5_mpi4_seed2.log,True,1208
hopper-expert-v2_tau2.5_mpi4_seed3,59ee4880a95cc4eead7420d0efc436dcde2b317cc142a882fbbab644c1330783,5862990,2026-08-30T19:54:26,True,True,651,192,hopper-expert-v2_tau2.5_mpi4_seed3.log,True,1208
hopper-expert-v2_tau20_mpi4_seed0,e97787bee699c4e1a0fc62bcfb138625af55c2347e927868ad4a8425654ad157,5862990,2026-08-30T00:44:26,True,True,652,185,hopper-expert-v2_tau20_mpi4_seed0.log,True,1203
hopper-expert-v2_tau20_mpi4_seed1,f59312ca76c4bd09ec62e84b6ab27198ff187115dcd92c21a94d83aa6df0bba0,5862990,2026-08-30T00:44:27,True,True,652,181,hopper-expert-v2_tau20_mpi4_seed1.log,True,1203
hopper-expert-v2_tau20_mpi4_seed2,a7182fc62ca4319c71952c781add33511ceecd910e1028689dd6f5107c3e246a,5862990,2026-08-30T21:02:02,True,True,652,195,hopper-expert-v2_tau20_mpi4_seed2.log,True,1203
